CountryCode,SeriesCode,DESCRIPTION
"NOR","IT.CEL.SETS","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","IS.RRS.GOOD.MT.K6","Source: OECD"
"NOR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","IT.MLT.MAIN.P2","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Includes Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.LE00.MA.IN","Data source: Eurostat, Statistics Norway"
"NOR","SP.POP.TOTL","Data source: Eurostat, Statistics Norway"
"NOR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"NOR","IT.NET.USER.ZS","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"NOR","SP.POP.BRTH.MF","Including Svalbard and Jan Mayen Islands."
"NOR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"NOR","IT.NET.BBND.P2","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","SP.DYN.CBRT.IN","Data source: Eurostat"
"NOR","SP.POP.GROW","Data source: Eurostat, Statistics Norway"
"NOR","ST.INT.DPRT","Includes overnight visitors (tourists) only. Source: Statistics Norway - Travel Survey."
"NOR","SP.DYN.CDRT.IN","Data source: Eurostat"
"NOR","SP.DYN.TO65.FE.ZS","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.TO65.MA.ZS","Including Svalbard and Jan Mayen Islands."
"NOR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","IT.CEL.SETS.P2","Norwegian Posts and Telecommunications Authority (NPTA)."
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands."
"NOR","SP.DYN.TFRT.IN","Data source: Eurostat, Statistics Norway"
"NOR","IS.RRS.PASG.KM","Source: OECD"
"NOR","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Norway"
"NOR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NOR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NOR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NPL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"NPL","MS.MIL.XPND.CN","1970 SIPRI estimates."
"NPL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","IT.MLT.MAIN.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"NPL","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"NPL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NPL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NPL","IT.CEL.SETS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NPL","MS.MIL.XPND.CD","1970 SIPRI estimates."
"NPL","IT.CEL.SETS.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","IT.MLT.MAIN","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NPL","IT.NET.BBND","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NPL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt data for 2021 are World Bank staff estimates based on the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021."
"NPL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NPL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"NPL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including arrivals from India."
"NPL","SP.POP.GROW","Data source: United Nations World Population Prospects"
"NPL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NPL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"NPL","MS.MIL.XPND.GD.ZS","1970 SIPRI estimates."
"NPL","MS.MIL.XPND.ZS","1970 SIPRI estimates."
"NPL","IT.NET.BBND.P2","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","IT.NET.USER.ZS","Nepal Telecom. From 2003: Nepal Telecommunications Authority (NTA)."
"NPL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NPL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NRU","IT.CEL.SETS.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","IT.NET.BBND","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NRU","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"NRU","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"NRU","IT.NET.BBND.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NRU","IT.MLT.MAIN.P2","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"NRU","IT.CEL.SETS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"NRU","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"NRU","IT.MLT.MAIN","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"NRU","SP.POP.GROW","Data source: United Nations World Population Prospects"
"NRU","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"NRU","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"NRU","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"NRU","IT.NET.USER.ZS","Ministry of Island Development and Industries. Ministry for Health, Sport, Telecommunications & Transport"
"NRU","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"NZL","ST.INT.DPRT","Includes overnight visitors (tourists) only. International Travel and Migration, SNZ."
"NZL","IT.MLT.MAIN.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","IS.RRS.GOOD.MT.K6","Source: OECD"
"NZL","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NZL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NZL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NZL","MS.MIL.XPND.CD","1960-2002 SIPRI estimates."
"NZL","SP.DYN.CDRT.IN","Data source: Statistics New Zealand"
"NZL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"NZL","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"NZL","VC.IHR.PSRC.P5","Data for 2000-2006 refer to offences, data for 2007 onwards refer to victims of intentional homicide."
"NZL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. The estimates for New Zealand for the period 1960-1975 are based on the total foreign-born population, whereas those for 1980-2010 are based on the resident foreign-born population."
"NZL","MS.MIL.XPND.ZS","1960-2002 SIPRI estimates."
"NZL","IS.RRS.PASG.KM","Source: OECD"
"NZL","MS.MIL.XPND.GD.ZS","1960-2002 SIPRI estimates."
"NZL","SP.POP.TOTL","Data source: Statistics New Zealand"
"NZL","SP.DYN.LE00.MA.IN","Data source: Statistics New Zealand, United Nations World Population Prospects"
"NZL","IT.NET.BBND.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"NZL","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. International Travel and Migration, SNZ."
"NZL","IT.NET.BBND","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","IT.CEL.SETS.P2","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","SP.POP.GROW","Data source: Statistics New Zealand"
"NZL","SP.DYN.CBRT.IN","Data source: Statistics New Zealand"
"NZL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"NZL","IT.MLT.MAIN","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","MS.MIL.XPND.CN","1960-2002 SIPRI estimates."
"NZL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"NZL","SP.DYN.LE00.FE.IN","Data source: Statistics New Zealand, United Nations World Population Prospects"
"NZL","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"NZL","IT.NET.USER.ZS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"NZL","SP.DYN.TFRT.IN","Data source: Statistics New Zealand, United Nations World Population Prospects"
"NZL","IT.CEL.SETS","Until 2003: Telecom Corporation of New Zealand Ltd.. Ministry of Economic Development."
"OMN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Inbound Tourism Survey."
"OMN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","MS.MIL.XPND.ZS","1971-2021 SIPRI estimates."
"OMN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"OMN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"OMN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"OMN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"OMN","IT.MLT.MAIN","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"OMN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"OMN","IT.CEL.SETS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","MS.MIL.XPND.CD","1971-2021 SIPRI estimates."
"OMN","IT.NET.BBND","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"OMN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"OMN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","IT.NET.USER.ZS","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"OMN","IT.MLT.MAIN.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"OMN","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"OMN","MS.MIL.XPND.CN","1971-2022 SIPRI estimates."
"OMN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"OMN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"OMN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"OMN","IT.CEL.SETS.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"OMN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. "
"OMN","IT.NET.BBND.P2","Ministry of Posts, Telegraph & Telephones. From 2002: Telecommunications Regulatory Authority (TRA)."
"OMN","MS.MIL.XPND.GD.ZS","1971-2021 SIPRI estimates."
"OMN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PAK","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","IT.NET.USER.ZS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","IT.NET.BBND","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PAK","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PAK","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. "
"PAK","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders."
"PAK","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PAK","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAK","IT.MLT.MAIN","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PAK","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PAK","MS.MIL.XPND.CD","1960-2006 &  2011 SIPRI estimates."
"PAK","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAK","IT.MLT.MAIN.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PAK","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PAK","IT.CEL.SETS.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2021 are based on reports provided by the country. Short-term debt data for 2021 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and participating in 2020 and 2021."
"PAK","IT.NET.BBND.P2","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PAK","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"PAK","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PAK","MS.MIL.XPND.GD.ZS","1960-2006 &  2011 SIPRI estimates."
"PAK","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PAK","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAK","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PAK","MS.MIL.XPND.CN","1960-2006 &  2011 SIPRI estimates."
"PAK","IT.CEL.SETS","Pakistan Telecommunication Company Limited (PTCL). From 2002: Pakistan Telecommunication Authority (PTA)."
"PAK","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PAK","MS.MIL.XPND.ZS","1960-2006 &  2011 SIPRI estimates."
"PAK","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"PAK","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PAN","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PAN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAN","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PAN","IT.MLT.MAIN","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PAN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2020 are based on reports provided by the country. Long-term private nonguaranteed and short-term debt for 2020 is sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"PAN","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PAN","IT.NET.BBND.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PAN","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PAN","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PAN","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PAN","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PAN","DT.DOD.DSTC.CD","Short-term debt data are excluded since BIS data include debt liabilities of offshore centers located in the country. "
"PAN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PAN","IT.NET.USER.ZS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","IT.CEL.SETS","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders. Arrivals of non-resident visitors, Tocúmen International Airport (TIA), Paso Canoa frontier (PCF) and the ports of Cristóbal and Balboa (PCB)."
"PAN","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PAN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"PAN","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PAN","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PAN","IT.NET.BBND","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PAN","IT.MLT.MAIN.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PAN","IT.CEL.SETS.P2","Until 1998: Cable & Wireless Panama S.A. Autoridad Nacional de los Servicios Públicos"
"PER","MS.MIL.XPND.CD","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PER","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PER","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PER","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"PER","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"PER","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PER","IT.CEL.SETS.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PER","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PER","IT.MLT.MAIN.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PER","IT.MLT.MAIN","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PER","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"PER","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PER","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2021 are based on reports provided by the country. Data for 2007 include Bond prepayment and prepayment to Paris Club creditors. Short-term debt and long-term private nonguaranteed debt data for 2021 are both sourced from the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"PER","MS.MIL.XPND.GD.ZS","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","MS.MIL.XPND.ZS","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","IT.NET.BBND.P2","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PER","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PER","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PER","IT.CEL.SETS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PER","MS.MIL.XPND.CN","1960-1991 SIPRI estimates. 1992-1996 highly uncertain data."
"PER","IT.NET.USER.ZS","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PER","SM.POP.TOTL","Estimates are derived from data on foreign-born population. "
"PER","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PER","IT.NET.BBND","Until 1996: Organismo Supervisor de Inversion Privada en Telecomunicaciones (OSIPTEL). Ministerio de Transportes y Comunicaciones."
"PER","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PHL","IT.MLT.MAIN","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","IT.CEL.SETS.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2021 are based on reports provided by the country. Long-term private nonguaranteed debt data no longer include unregistered debt and are revised from 2005 based on the reports provided by the country."
"PHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PHL","MS.MIL.XPND.GD.ZS","1960-2002, 2004 & 2014 SIPRI estimates."
"PHL","DT.DOD.DPNG.CD","Long-term private nonguaranteed debt includes the following monitored aggregate private-sector debt: unregistered debt, intercompany debt and capital leases."
"PHL","IT.NET.BBND.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","IT.CEL.SETS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PHL","MS.MIL.XPND.CN","1960-2002, 2004 & 2014 SIPRI estimates."
"PHL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PHL","MS.MIL.XPND.ZS","1960-2002, 2004 & 2014 SIPRI estimates."
"PHL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PHL","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"PHL","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series."
"PHL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PHL","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PHL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
